,hh_id,hh_x,hh_y,contagious_count
0,0.0,0.7957311984747779,0.42245950754545,0.0
1,1.0,0.3333131381330079,0.3221468832860219,0.0
2,2.0,0.3830550825351289,0.22598273387252174,0.0
3,3.0,0.5586133625599257,0.6653442470315132,0.0
4,4.0,0.2303916385955352,0.3039434821641135,0.0
5,5.0,0.5484078220644926,0.6823020790797163,0.0
6,6.0,0.6311713685308478,0.7085210661922223,0.0
7,7.0,0.7191319111770578,0.1535260372640657,0.0
8,8.0,0.5202843303414839,0.5326142172780635,0.0
9,9.0,0.8425015691865003,0.7313214663339394,0.0
10,10.0,0.2546766068187588,0.4180458342762978,0.0
11,11.0,0.8057811820427483,0.5413836907474623,0.0
12,12.0,0.25985455832844717,0.751930866719061,0.0
13,13.0,0.6072794963472703,0.8322447999591425,0.0
14,14.0,0.18065122006356296,0.7176714112023206,0.0
15,15.0,0.41569702462919805,0.1970047665567475,0.0
16,16.0,0.6903588751475851,0.22683688365713192,0.0
17,17.0,0.6153973470576696,0.1916047597909913,0.0
18,18.0,0.7846261873031501,0.3888298760427461,0.0
19,19.0,0.6771054381301549,0.7702980703833726,0.0
20,20.0,0.30371214864446083,0.18026258654972874,0.0
21,21.0,0.7350842957898744,0.593657357768074,0.0
22,22.0,0.39833990909719724,0.4165539782002068,0.0
23,23.0,0.3290347597096219,0.3513352991567308,0.0
24,24.0,0.4157751900721776,0.6284018656650371,0.0
25,25.0,0.21358110512676926,0.8367895917561023,0.0
26,26.0,0.6235159372724175,0.7394574927090367,0.0
27,27.0,0.2810319073232332,0.7126247552517759,0.0
28,28.0,0.6508524644753368,0.2172888443222471,0.0
29,29.0,0.36156636770417694,0.1516619815242156,0.0
30,30.0,0.33310927860986417,0.27855300007039896,0.0
31,31.0,0.731586884312706,0.7548307180442226,0.0
32,32.0,0.3061163277801161,0.6815800243378647,0.0
33,33.0,0.6464768333614341,0.6398531527756376,0.0
34,34.0,0.8507080653970283,0.549033088656431,0.0
35,35.0,0.7981099630786253,0.3169260507511758,0.0
36,36.0,0.2698405268931526,0.5018777676558472,0.0
37,37.0,0.22074343797562163,0.4912050286527347,0.0
38,38.0,0.3312493903470498,0.39234511929107496,0.0
39,39.0,0.6105768026300795,0.5682093834939221,0.0
40,40.0,0.7391398339259982,0.7156895633052398,0.0
41,41.0,0.8248161474086746,0.3973112743156517,0.0
42,42.0,0.5713932616942616,0.44139226209601606,0.0
43,43.0,0.33870358710035775,0.6087406726156656,0.0
44,44.0,0.5405107145872987,0.16280251127524664,0.0
45,45.0,0.5862016261080552,0.21180321365971355,0.0
46,46.0,0.5183140290638826,0.6307804384050035,0.0
47,47.0,0.8071879822673247,0.7052626822053198,0.0
48,48.0,0.7203603785322317,0.3516040241798888,0.0
49,49.0,0.44539679734408544,0.6600625604613515,0.0
50,50.0,0.18186192013039343,0.21064385500438265,0.0
51,51.0,0.6045047480203826,0.4359644804133398,0.0
52,52.0,0.4455822934636819,0.4908706910948142,0.0
53,53.0,0.2083269719182853,0.2697710453358103,0.0
54,54.0,0.6885352957607782,0.38059398833902325,0.0
55,55.0,0.579181686438673,0.7704146760281794,0.0
56,56.0,0.23726027392999832,0.29575655593118944,0.0
57,57.0,0.3092695413230256,0.4329653978287827,0.0
58,58.0,0.34392499730877957,0.8117942038587656,0.0
59,59.0,0.8093069678363503,0.38466318566296476,0.0
60,60.0,0.3172610043809414,0.7661003049389894,0.0
61,61.0,0.22618929139443847,0.8218006785859606,0.0
